Antibody Code,Antibody Name,Target Name,Pan or P-Site,Antibody Type,Target Full Name,Target Uniprot ID,Target Refseq ID
NK005,AMPKb,AMPKb1 (PRKAB1),Pan-specific,Mouse monoclonal,5'-AMP-activated protein kinase subunit beta 1,Q9Y478,NP_006244
NK006,ANKRD3,ANKRD3,Pan-specific,Rabbit polyclonal,"Ankyrin repeat domain protein-serine kinase 3 (RIPK4, DIK)",P57078,NP_065690 
NK007,,ASK1 (MAP3K5),Pan-specific,,Apoptosis signal regulating protein-serine kinase,Q99683,NP_005914 
NK007-1,,ASK1 (MAP3K5),Pan-specific,,Apoptosis signal regulating protein-serine kinase,Q99683,NP_005914 
NK007-2,,ASK1 (MAP3K5),Pan-specific,,Apoptosis signal regulating protein-serine kinase,Q99683,NP_005914 
NK007-3,,ASK1 (MAP3K5),Pan-specific,,Apoptosis signal regulating protein-serine kinase 1,Q99683,NP_005914
NK008-1,AIK,"AurKA (Aurora A, AIK, STK15)",Pan-specific,Rabbit polyclonal,Aurora Kinase A (serine/threonine protein kinase 6),O14965,NP_940835
NK008-2,,Aurora A (AIK),Pan-specific,,Aurora Kinase A (serine/threonine protein kinase 6),O14965,NP_940835
NK008-3,,"AurKA (Aurora A, AIK, STK15)",Pan-specific,,Aurora Kinase A (serine/threonine protein kinase 6),O14965,NP_940835
NK008-4,,"AurKA (Aurora A, AIK, STK15)",Pan-specific,,Aurora Kinase A (serine/threonine protein kinase 6),O14965,NP_940835
NK008-5,,AurKA (Aurora A; ARK-1; AIK; STK15),Pan-specific,,Aurora Kinase A (serine/threonine protein kinase 6),O14965,
NK009,,Aurora C (AIK3),Pan-specific,,Aurora Kinase C (serine/threonine-protein kinase 13),Q9UQB9,NP_003151
NK009-2,,"AurKC (Aurora C, AIK3)",Pan-specific,,Aurora Kinase C (serine/threonine-protein kinase 13),Q9UQB9,NP_003151
NK009-3,,"AurKC (Aurora C, AIK3)",Pan-specific,,Aurora Kinase C (serine/threonine-protein kinase 13),Q9UQB9,NP_003151
NK009-4,,AurKC-3,Pan-specific,,,Q9UQB9,
NK010,,Axl,Pan-specific,,Axl proto-oncogene-encoded protein-tyrosine kinase,P30530,NP_001690
NK010-2,,Axl (UFO),Pan-specific,,,P30530,
NK010-3,,Axl (UFO),Pan-specific,,,P30530,
NK011,BLK,BLK,Pan-specific,Rabbit polyclonal,B lymphoid tyrosine kinase,P51451,NP_001706
NK012,,BMX (Etk),Pan-specific,,Bone marrow X protein-tyrosine kinase,P51813,NP_001712
NK013,BRD2,BRD2,Pan-specific,Rabbit polyclonal,Bromodomain-containing protein-serine kinase 2,P25440,NP_005095
NK013-2,,BRD2,Pan-specific,,Bromodomain-containing protein 2,P25440,NP_001106653.1
NK014,Btk,Btk,Pan-specific,Rabbit polyclonal,Bruton's agammaglobulinemia tyrosine kinase,Q06187,NP_000052
NK015,BUB1A,BUB1A,Pan-specific,Rabbit polyclonal,BUB1 mitotic checkpoint protein-serine kinase,O43683,NP_004327 
NK016-1,CaMK1d,CaMK1d,Pan-specific,Rabbit polyclonal,Calcium/calmodulin-dependent protein-serine kinase 1 delta,Q8IU85,NP_003647
NK016-2,,CaMK1d,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 1 delta,Q8IU85,NP_003647
NK016-3,,CaMK1d,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 1 delta,Q8IU85,NP_003647
NK018-1,CAMK2b,CaMK2b,Pan-specific,Rabbit polyclonal,Calcium/calmodulin-dependent protein-serine kinase 2 beta,Q13554,NP_742081
NK018-2,,CAMK2b,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 2 beta,Q13554,NP_742081
NK018-3,,CAMK2b,Pan-specific,,,Q13554,
NK019-1,CAMK2d,CaMK2d,Pan-specific,Rabbit polyclonal,Calcium/calmodulin-dependent protein-serine kinase 2 delta,Q13557,NP_742126
NK019-2,,CAMK2d,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 2 delta,Q13557,NP_742126
NK019-3,,CAMK2d,Pan-specific,,,Q13557,
NK020,CAMK2g,CaMK2g,Pan-specific,Rabbit polyclonal,Calcium/calmodulin-dependent protein-serine kinase 2 gamma,Q13555,NP_751913
NK020-1,,CaMK2g,Pan-specific,,,Q13555,
NK021,,CaMK4,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 4,Q16566,NP_001735
NK021 SG-KAP-CA003,,CaMK4 (CaMPK4),Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 4,Q16566,NP_001735
NK021-1,,CaMK4,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 4,Q16566,NP_001735
NK021-2,,CaMK4,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 4,Q16566,NP_001735
NK021-2 (NK021-3),,CaMK4 (CaMPK4),Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 4,Q16566,NP_001735
NK021-3,,CaMK4,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase 4,Q16566,NP_001735
NK022,,CaMKK (CaMKK1),Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase kinase,Q8N5S9,NP_006540
NK022-2,,CaMKK1 (CaMKK),Pan-specific,,,Q8N5S9,
NK023,,CASK/Lin2,Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase (Lin2 homolog),O14936,NP_001119526.1
NK023-1,,CASK (/Lin2),Pan-specific,,Calcium/calmodulin-dependent protein-serine kinase (Lin2 homolog),O14936,NP_001119526.1
NK024,,"CDC2L5 (CHED, CDK13)",Pan-specific,,Cholinesterase-related cell division controller,Q14004,NP_003709.3
NK024-2,,"CDC2L5 (CHED, CDK13)",Pan-specific,,CDC2-related protein kinase 5,Q14004,NP_003709.3
NK025-1,CDK1,CDK1 (CDC2),Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 1,P06493,NP_001777
NK025-2,CDK1,CDK1 (CDC2),Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 1,P06493,NP_001777
NK025-3,CDK1,CDK1 (CDC2),Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 1,P06493,NP_001777
NK025-4,CDC2-CT,CDK1 (CDC2),Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 1,P06493,NP_001777
NK025-5,Cdc2 p34,CDK1 (CDC2),Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 1,P06493,NP_001777
NK025-6,Cdc2 p34,CDK1 (CDC2),Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 1,P06493,NP_001777
NK025-7,,CDK1 (CDC2),Pan-specific,,,P06493,
NK026,CDK2,CDK2,Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 2,P24941,NP_001789
NK026-1,,CDK2,Pan-specific,,Cyclin-dependent protein-serine kinase 2,P24941,NP_001789
NK026-2,CDK2,CDK2,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 2,P24941,NP_001789
NK026-3,CDK2,CDK2,Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 2,P24941,NP_001789
NK026-4,CDK2,CDK2,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 2,P24941,NP_001789
NK026-5,Cdk2,CDK2,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 2,P24941,NP_001789
NK026-6,Cdk2,CDK2,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 2,P24941,NP_001789
NK026-7,CDK2,CDK2,Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 2,P24941,NP_001789
NK027,CDK4,CDK4,Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 4,P11802,NP_000066
NK027-2,Cdk4,CDK4,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 4,P11802,NP_000066
NK028,,CDK5,Pan-specific,,Cyclin-dependent protein-serine kinase 5,Q00535,NP_004926
NK028-1,CDK5,CDK5,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 5,Q00535,NP_004926
NK028-2,CDK5-CT,CDK5,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 5,Q00535,NP_004926
NK028-4,Cdk5,CDK5,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 5,Q00535,NP_004926
NK028-5,Cdk5,CDK5,Pan-specific,Mouse monoclonal,Cyclin-dependent protein-serine kinase 5,Q00535,NP_004926
NK029,,CDK6,Pan-specific,,Cyclin-dependent protein-serine kinase 6,Q00534,NP_001250
NK029-1,,CDK6,Pan-specific,,Cyclin-dependent protein-serine kinase 6,Q00534,NP_001250
NK029-2,CDK6,CDK6,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 6,Q00534,NP_001250
NK029-3,Cdk6,CDK6,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 6,Q00534,NP_001250
NK029-4,,CDK6,Pan-specific,,Cyclin-dependent protein-serine kinase 6,Q00534,NP_001250
NK030-1,CDK7,CDK7,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 7,P50613,NP_001790
NK030-2,,CDK7,Pan-specific,,Cyclin-dependent protein-serine kinase 7,P50613,NP_001790
NK030-3,,CDK7,Pan-specific,,Cyclin-dependent protein-serine kinase 7,P50613,NP_001790
NK031-1,CDK8,CDK8,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 8,P49336,NP_001252
NK031-2,CDK8,CDK8,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 8,P49336,NP_001252
NK031-3,,CDK8,Pan-specific,,Cyclin-dependent protein-serine kinase 8,P49336,NP_001252
NK031-4,,CDK8,Pan-specific,,Cyclin-dependent protein-serine kinase 8,P49336,NP_001252
NK031-5,,CDK8,Pan-specific,,Cyclin-dependent protein-serine kinase 8,P49336,NP_001252
NK032,,CDK9,Pan-specific,,Cyclin-dependent protein-serine kinase 9,P50750,NP_001252
NK033,CDK10,CDK10,Pan-specific,Rabbit polyclonal,Cyclin-dependent protein-serine kinase 10 [PISSLRE],Q15131,NP_003665
NK033-2,,CDK10 (PISSLRE),Pan-specific,,,Q15131,
NK033-3,,CDK10 (PISSLRE),Pan-specific,,,Q15131,
NK034,,Chk1,Pan-specific,,Checkpoint protein-serine kinase 1,O14757,NP_001265
NK034-2,,Chk1,Pan-specific,,Checkpoint protein-serine kinase 1,O14757,NP_001265
NK035,,Chk2,Pan-specific,,Checkpoint protein-serine kinase 2,O96017,NP_009125 
NK035-2,,Chk2 (CHEK2),Pan-specific,,Checkpoint protein-serine kinase 2,O96017,NP_009125
NK036,,CK1 delta (CSNK1D),Pan-specific,,Casein protein-serine kinase 1 delta,P48730,NP_001884.2
NK037,CK1e,CK1e (CSNK1E),Pan-specific,Mouse monoclonal,Casein protein-serine kinase 1 epsilon,P49674,NP_001885
NK037-1,,CK1 epsilon (CSNK1E),Pan-specific,,Casein protein-serine kinase 1 epsilon,P49674,NP_001276841.1
NK040,,CK1g2,Pan-specific,,Casein protein-serine kinase 1 gamma 2,P78368,NP_001310
NK041,,CK2a,Pan-specific,,Casein protein-serine kinase 2 alpha/ alpha prime,P68400,NP_001887
NK041-2,,CK2a1 (CSNK2A1),Pan-specific,,,P68400,
NK041-3,,CK2a1 (CSNK2A1),Pan-specific,,Casein protein-serine kinase 2 alpha/ alpha prime,P68400,NP_001887
NK042,,COT,Pan-specific,,Osaka thyroid oncogene protein-serine kinase (Tpl2),P41279,NP_005195
NK042-1,,"COT (MAP3K8, TPL2)",Pan-specific,,Osaka thyroid oncogene protein-serine kinase (Tpl2); Mitogen-activated protein kinase kinase kinase 8,P41279,NP_005195
NK042-2,,COT,Pan-specific,,Osaka thyroid oncogene protein-serine kinase (Tpl2),P41279,NP_005195
NK043,,CPG16/CaMKinase VI,Pan-specific,,Serine/threonine-protein kinase DCAMKL1,O15075,NP_004725
NK044,Csk,Csk,Pan-specific,Mouse monoclonal,C-terminus of Src tyrosine kinase,P41240,NP_004374
NK044-2,Csk,Csk,Pan-specific,Rabbit polyclonal,C-terminus of Src tyrosine kinase,P41240,NP_004374
NK044-3,,Csk,Pan-specific,,C-terminus of Src tyrosine kinase,P41240,NP_004374
NK045,DAPK1,DAPK1,Pan-specific,Rabbit polyclonal,Death-associated protein kinase 1,P53355,NP_004929
NK046,DAPK2,DAPK2,Pan-specific,Rabbit polyclonal,Death-associated protein kinase 2,Q9UIK4,NP_055141
NK048,,DNAPK,Pan-specific,,DNA-activated protein-serine kinase,P78527,NP_008835
NK048-2,,DNAPK,Pan-specific,,DNA-activated protein-serine kinase,P78527,NP_008835
NK048-4,,DNAPK (PRKDC),Pan-specific,,,P78527,
NK048-5,,PRKDC-2 (DNAPK),Pan-specific,,,P78527,
NK048-6,,DNAPK (PRKDC),Pan-specific,,,P78527,
NK048-7,,DNAPK (PRKDC),Pan-specific,,,P78527,
NK049,,DRAK1,Pan-specific,,,Q9UEE5,
NK050,,DRAK2 (STK17B),Pan-specific,,DAP kinase-related apoptosis-inducing protein-serine kinase 2 (STK17B),O94768,NP_004217
NK051,eEF2K,eEF2K,Pan-specific,Rabbit polyclonal,Elongation factor-2 protein-serine kinase,O00418,NP 037434
NK052-1,,EGFR,Pan-specific,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
NK052-2,EGFR,EGFR (ErbB1),Pan-specific,Rabbit polyclonal,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
NK052-4,,EGFR (ErbB1),Pan-specific,,,P00533,
NK052-5,,EGFR (ErbB1),Pan-specific,,,P00533,
NK052-6,,EGFR (ErbB1),Pan-specific,,,P00533,
NK052-7,,EGFR (ErbB1),Pan-specific,,,P00533,
NK052-8,,EGFR-5,Pan-specific,,,P00533,
NK053,EphA1,EphA1,Pan-specific,Rabbit polyclonal,Ephrin type-A receptor 1 protein-tyrosine kinase,P21709,NP_005223 
NK054-1,,ErbB2 (HER2),Pan-specific,,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
NK054-2,,ErbB2 (HER2),Pan-specific,,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
NK054-4,,"ErbB2 (HER2, Neu)",Pan-specific,,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
NK054-5,,ErbB2-2,Pan-specific,,ErbB2 (Neu) receptor-tyrosine kinase,P04626,
NK054-6,,"ErbB2 (HER2, Neu)",Pan-specific,,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
NK054-7,,ErbB2 (Neu; HER2),Pan-specific,,,P04626,
NK055-1,,ERK1 (MAPK3; ERT2),Pan-specific,,,P27361,
NK055-2,,ERK1 (MAPK3; ERT2),Pan-specific,,,P27361,
NK055-3,,ERK1 (MAPK3; ERT2),Pan-specific,,,P27361,
NK055-4,,ERK1 (MAPK3; ERT2),Pan-specific,,,P27361,
NK055-5,,ERK1 (MAPK3; ERT2),Pan-specific,,,P27361,
NK055-6,,ERK1 (MAPK3; ERT2),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase),P27361,
NK055-NK056,,Erk1 (MAPK3)+ Erk2 (MAPK1),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase)+Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P27361,"AAA36142.1, NP_002736"
NK055-NK056-1,,ERK1 (MAPK3; ERT2),Pan-specific,,,P27361,
NK055-NK056-2,,Erk1 (MAPK3)+ Erk2 (MAPK1),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase)+Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P27361,"AAA36142.1, NP_002736"
NK055-NK056-3,,ERK1 (MAPK3; ERT2),Pan-specific,,,P27361,
NK055-NK056-4,,Erk1 (MAPK3)+ Erk2 (MAPK1),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase)+Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P27361,"AAA36142.1, NP_002736"
NK055-NK056-5,,Erk1 (MAPK3)+ Erk2 (MAPK1),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase)+Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P27361,"AAA36142.1, NP_002736"
NK055-NK056-6,,Erk1 (MAPK3)+ Erk2 (MAPK1),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase)+Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P27361,"AAA36142.1, NP_002736"
NK055-NK056-7,,ERK2 (MAPK1; ERT1),Pan-specific,,Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P28482,
NK055-NK056-8,,Erk1 (MAPK3)+ Erk2 (MAPK1),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase)+Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P27361,"AAA36142.1, NP_002736"
NK056,,Erk2 (MAPK1),Pan-specific,,Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P28482,NP_002736
NK056-1,,ERK1 (MAPK3; ERT2),Pan-specific,,,P27361,
NK056-2,,ERK2 (MAPK1; ERT1),Pan-specific,,Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P28482,
NK056-3,,ERK2 (MAPK1; ERT1),Pan-specific,,Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P28482,
NK056-4,,ERK2 (MAPK1; ERT1),Pan-specific,,Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P28482,
NK057,ERK3,ERK3 (MAPK6),Pan-specific,Rabbit polyclonal,Extracellular regulated protein-serine kinase 3,Q16659,NP_002739
NK057-2,,Erk3 (MAPK6),Pan-specific,,Extracellular regulated protein-serine kinase 3,Q16659,NP_002739
NK058,,Erk4 (MAPK4),Pan-specific,,Extracellular regulated protein-serine kinase 4,P31152,NP_002738
NK059-1,,p38g MAPK (Erk6),Pan-specific,,Mitogen-activated protein-serine kinase p38 gamma (MAPK12),P53778,NP_002960
NK059-2,,p38g MAPK (Erk6),Pan-specific,,Mitogen-activated protein-serine kinase p38 gamma (MAPK12),P53778,NP_002960
NK059-3,,"p38g MAPK (MAPK12, ERK6)",Pan-specific,,Mitogen-activated protein-serine kinase p38 gamma; Mitogen-activated protein kinase 12,P53778,NP_002960.2
NK059-4,,"p38g MAPK (MAPK12, ERK6)",Pan-specific,,Mitogen-activated protein-serine kinase p38 gamma; Mitogen-activated protein kinase 12,P53778,NP_002960.2
NK059-5,,p38g MAPK (MAPK12; ERK6; SAPK3),Pan-specific,,,P53778,
NK060,,FAK,Pan-specific,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
NK060-2,,FAK (PTK2),Pan-specific,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
NK061,,Fes,Pan-specific,,Fes/Fps protein-tyrosine kinase,P07332,NP_001996
NK062,FGFR1,FGFR1,Pan-specific,Rabbit polyclonal,Fibroblast growth factor receptor-tyrosine kinase 1,P11362,P11362
NK062-2,,FGFR1 (FLT2),Pan-specific,,,P11362,
NK062-3,,FGFR1,Pan-specific,,Fibroblast growth factor receptor-tyrosine kinase 1; Basic fibroblast growth factor receptor 1,P11362,NP_075598.2
NK063,FGFR2,FGFR2 (BEK),Pan-specific,Rabbit polyclonal,Fibroblast growth factor receptor-tyrosine kinase 2 (BEK),P21802,P21802
NK063-2,,FGFR2 (BEK),Pan-specific,,,P21802,
NK063-3,,FGFR2 (BEK),Pan-specific,,,P21802,
NK063-4,,FGFR2 (BEK),Pan-specific,,,P21802,
NK064,,VEGFR3 (Flt4),Pan-specific,,,P35916,
NK064-2,,VEGFR3 (Flt4),Pan-specific,,,P35916,
NK064-3,,VEGFR3 (Flt4),Pan-specific,,,P35916,
NK065,,Fyn,Pan-specific,,Fyn proto-oncogene-encoded protein-tyrosine kinase,P06241,NP_002028
NK065-2,,Fyn,Pan-specific,,,P06241,
NK066,,GCK,Pan-specific,,Germinal centre protein-serine kinase,Q12851,NP_004570
NK067,,"GRK2 (BARK1, ADRBK1)",Pan-specific,,G protein-coupled receptor-serine kinase 2,P25098,NP_001610
NK067-2,,"GRK2 (BARK1, ADRBK1)",Pan-specific,,Beta-adrenergic receptor kinase 1,P25098,NP_001610
NK068,GRK3,GRK3 (BARK2),Pan-specific,Rabbit polyclonal,G protein-coupled receptor-serine kinase 3,P35626,NP_005151
NK069-3,,GSK3a,Pan-specific,,,P49840,
NK069-NK070,GSK3a/b,GSK3a,Pan-specific,Mouse monoclonal,Glycogen synthase-serine kinase 3 alpha,P49840,NP_063937
NK069-NK070-1,,GSK3a,Pan-specific,,Glycogen synthase-serine kinase 3 alpha/beta,P49840,NP_002084
NK069-NK070-2,GSK3a/b,GSK3a,Pan-specific,Mouse monoclonal,Glycogen synthase-serine kinase 3 alpha,P49840,NP_063937
NK069-NK070-3,,GSK3a,Pan-specific,,Glycogen synthase-serine kinase 3 alpha/beta,P49840,NP_002084
NK070,GSK3b-XI,GSK3b,Pan-specific,Rabbit polyclonal,Glycogen synthase-serine kinase 3 beta,P49841,NP_002084
NK070-1,GSK3b,GSK3b,Pan-specific,Rabbit polyclonal,Glycogen synthase-serine kinase 3 beta,P49841,NP_002084
NK070-4,,GSK3 Beta,Pan-specific,,,P49841,
NK071,Haspin,Haspin,Pan-specific,Rabbit polyclonal,Haploid germ cell-specific nuclear protein-serine kinase,Q8TF76,NP_114171
NK072,,Hpk1 (MAP4K1),Pan-specific,,Hematopoetic progenitor protein-serine kinase 1,Q92918,NP_009112
NK073,,ICK,Pan-specific,,Intestinal cell protein-serine kinase (MAK-related kinase (MRK),Q9UPZ9,NP_057597
NK073-2,,ICK,Pan-specific,,Intestinal cell (MAK-like) kinase,Q9UPZ9,NP_055735.1
NK073-3,,ICK-1,Pan-specific,,,Q9UPZ9,
NK073-4,,ICK,Pan-specific,,,Q9UPZ9,
NK073-5,,ICK,Pan-specific,,,Q9UPZ9,
NK074,IGF1R,IGF1R,Pan-specific,Rabbit polyclonal,Insulin-like growth factor 1 receptor protein-tyrosine kinase,P08069,NP_000866
NK074-2,,IGF1R,Pan-specific,,,P08069,
NK074-3,,IGF1R-CT,Pan-specific,,,P08069,
NK074-4,,IGF1R,Pan-specific,,Insulin-like growth factor 1 receptor protein-tyrosine kinase,P08069,NP_000866
NK075-1,,IKKa,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase alpha (CHUK),O15111,NP_001269
NK075-2,,IKKa,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase alpha (CHUK),O15111,NP_001269
NK075-3,,IKKa,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase alpha (CHUK),O15111,NP_001269
NK075-4,,IKKa,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase alpha (CHUK),O15111,NP_001269
NK075-5,,IKKa,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase alpha (CHUK),O15111,NP_001269
NK075-6,,IKKa,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase alpha (CHUK),O15111,NP_001269
NK076-1,,IKKb,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase beta,O14920,NP_001547
NK076-2,,IKKb,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase beta,O14920,NP_001547
NK076-3,,IKKb,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase beta,O14920,NP_001547
NK076-4,,IKKb,Pan-specific,,Inhibitor of NF-kappa-B protein-serine kinase beta,O14920,NP_001547
NK076-5,,IKKb (IkBKB; IKKB),Pan-specific,,,O14920,
NK076-6,,IKKb-NT,Pan-specific,,,O14920,
NK076-7,,IKKb (IkBKB),Pan-specific,,Inhibitor of nuclear factor kappa B kinase beta subunit,O14920,NP_001547.1
NK077,,IKKy,Pan-specific,,,Q9Y6K9,
NK078-1,ILK1,ILK1,Pan-specific,Rabbit polyclonal,Integrin-linked protein-serine kinase 1,Q13418,NP_034692 
NK078-2,ILK1,ILK1,Pan-specific,Rabbit polyclonal,Integrin-linked protein-serine kinase 1,Q13418,NP_034692 
NK078-3,ILK,ILK1,Pan-specific,Rabbit polyclonal,Integrin-linked protein-serine kinase 1,Q13418,NP_034692 
NK078-4,,ILK1 (ILK),Pan-specific,,Integrin-linked protein-serine kinase-1,Q13418,NP_034692
NK079,,IR (INSR),Pan-specific,,Insulin receptor beta chain,P06213,NP_000199
NK079-2,,InsR (IR),Pan-specific,,,P06213,
NK079-3,,InsR (IR),Pan-specific,,Insulin receptor,P06213,NP_000199.2
NK080,IRAK1,IRAK1,Pan-specific,Rabbit polyclonal,Interleukin 1 receptor-associated kinase 1 (Pelle-like protein kinase),P51617,NP_001560
NK080-1,,IRAK1,Pan-specific,,Interleukin 1 receptor-associated kinase 1 (Pelle-like protein kinase),P51617,NP_001560
NK080-2,IRAK1,IRAK1,Pan-specific,Rabbit polyclonal,Interleukin 1 receptor-associated kinase 1 (Pelle-like protein kinase),P51617,NP_001560
NK081,IRAK2,IRAK2,Pan-specific,Rabbit polyclonal,Interleukin 1 receptor-associated kinase 2,O43187,NP_001561 
NK081-1,,IRAK2,Pan-specific,,Interleukin 1 receptor-associated kinase 2,O43187,NP_001561 
NK081-2,IRAK2,IRAK2,Pan-specific,Rabbit polyclonal,Interleukin 1 receptor-associated kinase 2,O43187,NP_001561 
NK082,IRAK3,IRAK3,Pan-specific,Rabbit polyclonal,Interleukin 1 receptor-associated kinase 3,Q9Y616,NP_009130
NK083-1,IRAK4,IRAK4,Pan-specific,Rabbit polyclonal,Interleukin 1 receptor-associated kinase 4,Q9NWZ3,NP_057207
NK083-2,IRAK4,IRAK4,Pan-specific,Rabbit polyclonal,Interleukin 1 receptor-associated kinase 4,Q9NWZ3,NP_057207
NK084-1,JAK1,JAK1,Pan-specific,Rabbit polyclonal,Janus protein-tyrosine kinase 1,P23458,NP_002218
NK084-2,JAK1,JAK1,Pan-specific,Rabbit polyclonal,Janus protein-tyrosine kinase 1,P23458,NP_002218
NK084-3,,JAK1,Pan-specific,,,P23458,
NK084-5,,JAK1,Pan-specific,,,P23458,
NK085,JAK2,JAK2,Pan-specific,Rabbit polyclonal,Janus protein-tyrosine kinase 2,O60674,NP_004963
NK085-2,,JAK2,Pan-specific,,,O60674,
NK085-3,,JAK2,Pan-specific,,,O60674,
NK085-4,,JAK2,Pan-specific,,,O60674,
NK086,,JAK3,Pan-specific,,Janus protein-tyrosine kinase 3,P52333,NP_000206
NK086-2,,JAK3,Pan-specific,,,P52333,
NK086-3,,JAK3,Pan-specific,,,P52333,
NK086-4,,JAK3,Pan-specific,,,P52333,
NK087,,TAO3 (JIK),Pan-specific,,STE20-like protein-serine kinase,Q9H2K8,NP_057365
NK087-2,,"TAO3 (JIK, TAOK3)",Pan-specific,,,Q9H2K8,
NK087-3,,"TAO3 (JIK, TAOK3)",Pan-specific,,Protein-serine/threonine kinase TAO3,Q9H2K8,NP_057365.3
NK088,JNK,JNK1 (MAPK8),Pan-specific,Rabbit polyclonal,Jun N-terminus protein-serine kinase (stress-activated protein kinase (SAPK)) 1,P45983,NP_002741
NK088-1,,JNK1/2/3,Pan-specific,,Jun N-terminus protein-serine kinase (stress-activated protein kinase (SAPK)) 1/2/3,P45983,NP_002741
NK088-2,,JNK1/2/3,Pan-specific,,Jun N-terminus protein-serine kinase (stress-activated protein kinase (SAPK)) 1/2/3,P45983,NP_002741
NK088-3,,JNK1/2/3,Pan-specific,,Jun N-terminus protein-serine kinase (stress-activated protein kinase (SAPK)) 1/2/3,P45983,NP_002741
NK089,,KHS (MAP4K5),Pan-specific,,Kinase homologous to SPS1/STE20 (MAP kinase kinase kinase protein-serine kinase 5 (MEKKK5),Q9Y4K4,NP_006566
